views_int,views,ai_comment_mentions,comments_scanned,comments,norwegian_score,title,channel,channel_country,default_language,default_audio_language,url,duration,upload_date,found_by_queries,norwegian_reasons,norwegian_markers_found,ai_markers_in_metadata,subscribers,channel_video_count,comment_scan_error,ai_comment_texts
7863,7863,0,2,2,19,Ninni gjør buktaling | Auditions | Norske talenter,Norske talenter,NO,no,no,https://www.youtube.com/shorts/wcOqm4HCUJQ,1:40,2023-10-06T18:59:00Z,norske,channel_country=NO; defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; følg; norsk; norske; og; på; å; ø,,11600,466,,
7766,7766,0,0,0,19,Norske talenter | Ny sesong 2. september 20.00 på TVNorge og Max,Norske talenter,NO,no,no,https://www.youtube.com/shorts/_Qk8rdgRC-0,1:54,2024-08-28T08:06:20Z,norske,channel_country=NO; defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; følg; norsk; norske; og; på; å; ø,,11600,466,,
7717,7717,0,0,0,19,Bake bake kake  -  Barnesanger på Norsk  med bevegelse - syng og lær - 4K,KnøtteShow - Eventyr og barnesanger på norsk,NO,no,no,https://www.youtube.com/shorts/L3HbqNqTOvI,1:46,2025-06-19T14:30:26Z,norsk,channel_country=NO; defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; den; du; med; norsk; norske; og; på; til; velkommen; å; æ; ø,,1400,167,"YouTube API error 403: {
  ""error"": {
    ""code"": 403,
    ""message"": ""The video identified by the \u003ccode\u003e\u003ca href=\""/youtube/v3/docs/commentThreads/list#videoId\""\u003evideoId\u003c/a\u003e\u003c/code\u003e parameter has disabled comments."",
    ""errors"": [
      {
        ""message"": """,
7663,7663,0,25,25,7,Hvem vil bli stylet av dama? @Mariell Olsen #norsk,Amund Pettersen,,no,,https://www.youtube.com/shorts/RoKdhj68fSw,0:40,2025-10-09T14:28:51Z,norsk,defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; æ,,1400,37,,
7556,7556,0,3,4,14,🎈 Gratulerer med dagen! 🎶 Norsk bursdagssang – Happy Birthday in Norwegian 🎁,Happy Birthday Songs,US,no,no,https://www.youtube.com/shorts/el1ee7LWkQs,2:07,2025-06-19T14:20:56Z,norsk,defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; den; du; ikke; med; norsk; og; på; til; velkommen; å; æ; ø,,15100,465,,
7268,7268,0,11,21,19,"Lær Norske Stedspreposisjoner | På, Over, Under m.m. | Preposisjoner",Norsk Tolk | NTN Skole,NO,no,no,https://www.youtube.com/shorts/Y5FECBqMvWU,1:33,2024-05-14T14:09:06Z,norske,channel_country=NO; defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; du; hva; hvordan; med; norge; norsk; norske; og; på; til; velkommen; å; æ; ø,,33400,351,,
7265,7265,0,9,9,17,Norske Fengsel er Syke,Jonieboi,NO,no,no,https://www.youtube.com/shorts/buH9tzKkwrU,0:53,2025-09-16T08:35:15Z,norske,channel_country=NO; defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,hva; norsk; norske,,127000,1568,,
7216,7216,0,0,0,9,Snakke på Norsk,Ikke Musikk - Topic,,no,,https://www.youtube.com/shorts/xPgWJCiNQvM,2:40,2024-07-04T10:04:16Z,norsk,defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,ikke; norsk; på; å,generated,292,24,"YouTube API error 403: {
  ""error"": {
    ""code"": 403,
    ""message"": ""The video identified by the \u003ccode\u003e\u003ca href=\""/youtube/v3/docs/commentThreads/list#videoId\""\u003evideoId\u003c/a\u003e\u003c/code\u003e parameter has disabled comments."",
    ""errors"": [
      {
        ""message"": """,
7087,7087,0,4,4,19,Eileen spiller panfløyte og kom til finalen | Semifinale | Norske talenter,Norske talenter,NO,no,no,https://www.youtube.com/shorts/_QO9HgvlVWU,2:30,2024-11-05T06:00:20Z,norske,channel_country=NO; defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; følg; norsk; norske; og; på; til; å; ø,,11600,466,,
7040,7040,0,0,0,19,Gratulerer med dagen Ingen2 SHORTS #barnesang #barnesanger #norsk,TaraShow Norsk,NO,no,no,https://www.youtube.com/shorts/Kdws2Y1B5Wk,0:14,2025-06-03T03:30:11Z,norsk,channel_country=NO; defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; det; ikke; med; norge; norsk; og; på; til; å; æ; ø,,8320,305,"YouTube API error 403: {
  ""error"": {
    ""code"": 403,
    ""message"": ""The video identified by the \u003ccode\u003e\u003ca href=\""/youtube/v3/docs/commentThreads/list#videoId\""\u003evideoId\u003c/a\u003e\u003c/code\u003e parameter has disabled comments."",
    ""errors"": [
      {
        ""message"": """,
7037,7037,0,0,0,10,De tre bukkene Bruse og trollet  Norsk eventyr for barn,Lille Eventyrkroken,,no,,https://www.youtube.com/shorts/_ucU95Zsg34,2:55,2026-01-08T12:07:54Z,norsk,defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; det; du; med; norsk; norske; og; på; til; velkommen; å; æ; ø,,341,154,"YouTube API error 403: {
  ""error"": {
    ""code"": 403,
    ""message"": ""The video identified by the \u003ccode\u003e\u003ca href=\""/youtube/v3/docs/commentThreads/list#videoId\""\u003evideoId\u003c/a\u003e\u003c/code\u003e parameter has disabled comments."",
    ""errors"": [
      {
        ""message"": """,
7037,7037,0,7,7,15,En VM-låt som inkluderer alle i Norge! 🇳🇴⚽️ Hør podkasten #deskenbrenner i #nrkradio #shorts,NRK,NO,no,,https://www.youtube.com/shorts/tCw2s9KgZgI,2:55,2026-06-16T07:01:56Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,dette; du; norge; og; å; ø,,409000,3706,,
6724,6724,0,0,0,19,Bluey lærer å sykle!💙🚲 | Bluey Norsk Offisiell Kanal,Bluey - Norsk Offisiell Kanal,NO,no,no,https://www.youtube.com/shorts/bRzEmXhlqaM,2:08,2026-03-10T16:00:53Z,norsk,channel_country=NO; defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; den; det; med; norsk; og; på; til; velkommen; å; æ; ø,,4690,34,"YouTube API error 403: {
  ""error"": {
    ""code"": 403,
    ""message"": ""The video identified by the \u003ccode\u003e\u003ca href=\""/youtube/v3/docs/commentThreads/list#videoId\""\u003evideoId\u003c/a\u003e\u003c/code\u003e parameter has disabled comments."",
    ""errors"": [
      {
        ""message"": """,
6706,6706,0,20,29,19,"Når du er god til å lage mat, men dårlig i norsk #learnnorwegian #norwegian #norskhumor #norsk",Norsk med Aria,NO,no,no,https://www.youtube.com/shorts/R6kUAdzu7Dw,1:47,2024-12-01T19:00:37Z,norsk,channel_country=NO; defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,du; med; norsk; norske; til; å,,7890,63,,
6705,6705,0,7,10,6,Making #kanelboller #Norwegian cinnamon rolls 🤩 Recipe on ScandinavianCookbook.com,Scandinavian Cookbook,NO,en,,https://www.youtube.com/shorts/N1y36YiMAek,0:44,2024-01-05T16:08:02Z,norsk,channel_country=NO; found by broad Norway/Norwegian seed query,,,5420,147,,
6607,6607,0,0,0,19,SHORTS  BUGGI Hode og rompa #barnesang #barnesanger #norsk,TaraShow Norsk,NO,no,no,https://www.youtube.com/shorts/Y7iZY8JQjlk,0:59,2024-04-02T05:00:13Z,norsk,channel_country=NO; defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; det; ikke; med; norge; norsk; og; på; til; å; æ; ø,,8320,305,"YouTube API error 403: {
  ""error"": {
    ""code"": 403,
    ""message"": ""The video identified by the \u003ccode\u003e\u003ca href=\""/youtube/v3/docs/commentThreads/list#videoId\""\u003evideoId\u003c/a\u003e\u003c/code\u003e parameter has disabled comments."",
    ""errors"": [
      {
        ""message"": """,
6545,6545,0,12,14,9,Minecraft Trailer NORSK DUB,DubDuo,NO,en,en-GB,https://www.youtube.com/shorts/HGefpMmohgk,1:20,2024-09-26T15:00:16Z,norsk,channel_country=NO; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,det; ikke; norsk,,422,8,,
6516,6516,0,4,5,19,Malick fremfører «Matpakke» i semifinalen | Semifinale | Norske talenter,Norske talenter,NO,no,no,https://www.youtube.com/shorts/mQY_pZx45ZA,2:55,2023-11-27T15:00:43Z,norske,channel_country=NO; defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; følg; med; norsk; norske; og; på; å; ø,,11600,466,,
6493,6493,0,5,5,10,Eg ynskjer berre ein dag til 👍 #norge #norsk #relatable #norsktiktok #tiktoknorge #fyp #viralt,Håkon Stokke,NO,en,en,https://www.youtube.com/shorts/UZeP99hSOuc,0:13,2026-02-10T07:02:28Z,norsk,channel_country=NO; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; du; til; å,,13600,1116,,
6348,6348,0,4,5,12,Sjokolade på senga #norsk #humor,Stian Nedrejord,NO,no,en,https://www.youtube.com/shorts/ECyOfgJB39I,0:51,2025-07-06T19:02:06Z,norsk,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,på; å,,1570,123,,
6344,6344,0,1,1,4,Norge vs Irak 1-4 | Full kampoppsummering og høydepunkter | FIFA VM 2026,The Mr,EG,ar,ar,https://www.youtube.com/shorts/_wptEGa2myI,1:06,2026-06-17T01:01:43Z,norske,Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,norge; og; ø,,62400,4281,,
6323,6323,0,6,6,14,Faen for et miljø 😭💔 #norge #norsk #humor #håkonstokke #hakonstokke,Håkon Stokke,NO,no,,https://www.youtube.com/shorts/gOX_K1TNj2A,0:38,2025-03-15T05:50:32Z,norsk,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; du; å; ø,,13600,1116,,
6245,6245,0,0,4,8,NORSKE GROVE VISER 2 (Pikk og pung!),TruckerAleks - Topic,,no,,https://www.youtube.com/shorts/0yHB8Emqw80,2:35,2026-06-18T10:01:38Z,norske,defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,norsk; norske; og,generated,50,78,"YouTube API error 403: {
  ""error"": {
    ""code"": 403,
    ""message"": ""The video identified by the \u003ccode\u003e\u003ca href=\""/youtube/v3/docs/commentThreads/list#videoId\""\u003evideoId\u003c/a\u003e\u003c/code\u003e parameter has disabled comments."",
    ""errors"": [
      {
        ""message"": """,
6199,6199,0,3,3,14,Peppa Gris- Svineribba-Norsk Dub,MDW,NO,no,,https://www.youtube.com/shorts/vbP7KK_cixA,1:56,2025-02-07T22:25:03Z,norsk,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,jeg; og; å; æ,,8050,71,,
6190,6190,0,0,0,19,Hjulene på bussen | Norske Barnesanger l barnesanger på norsk  l  HLB Barnas Verden,HLB Barnas Verden,NO,no,no,https://www.youtube.com/shorts/vsZxLrxfsuk,2:13,2026-05-13T13:01:42Z,norske,channel_country=NO; defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,dette; du; med; norsk; norske; og; på; til; å; æ; ø,,84200,229,"YouTube API error 403: {
  ""error"": {
    ""code"": 403,
    ""message"": ""The video identified by the \u003ccode\u003e\u003ca href=\""/youtube/v3/docs/commentThreads/list#videoId\""\u003evideoId\u003c/a\u003e\u003c/code\u003e parameter has disabled comments."",
    ""errors"": [
      {
        ""message"": """,
6114,6114,0,10,10,7,Trøndersk sounds like Norwegian with a twist 🎢Here’s the crash course in understanding the Trøndersk,Preben ́s Norwegian community,NO,en,en,https://www.youtube.com/shorts/6O_U58Fp4-o,1:05,2025-07-08T11:00:11Z,norske,channel_country=NO; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,ø,,25800,829,,
6087,6087,0,6,6,6,Da ble det sveis igjen! #norge #vm #norsk,Amund Pettersen,,en,en,https://www.youtube.com/shorts/daexeCyTj0k,0:15,2026-06-23T13:47:19Z,norsk,Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,det; følg; norsk; til; å; æ; ø,,7760,160,,
6031,6031,0,4,5,15,Hvem er din favoritt norske skuespiller? #AkselHennie #MaxManus #Hodejegerne #norskfilm,Prime Video Norge,NO,no,,https://www.youtube.com/shorts/Nrjz746hbpE,0:15,2024-06-02T13:00:19Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; du; følg; ikke; med; norge; norsk; norske; og; på; til; velkommen; å; ø,,200000,1786,,
5977,5977,0,0,,14,BLIME Den norske skolen Malaga 2025,"Den Norske Skolen, Málaga",,no,no,https://www.youtube.com/shorts/MeKkzUvECUY,2:41,2025-09-14T11:55:20Z,norske,defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,den; det; du; følg; med; norge; norsk; norske; og; på; til; å; æ; ø,,486,157,"YouTube API error 403: {
  ""error"": {
    ""code"": 403,
    ""message"": ""The video identified by the \u003ccode\u003e\u003ca href=\""/youtube/v3/docs/commentThreads/list#videoId\""\u003evideoId\u003c/a\u003e\u003c/code\u003e parameter has disabled comments."",
    ""errors"": [
      {
        ""message"": """,
5943,5943,0,9,12,19,Å bo i Norge uten norsk er tøft  #lærnorsk #norsktolk #ntnskole #learnnorwegian #norskprøven,Norsk Tolk | NTN Skole,NO,no,no,https://www.youtube.com/shorts/z7xJh5REcLQ,0:45,2026-01-04T18:32:09Z,norsk; norske,channel_country=NO; defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; du; følg; hva; hvordan; ikke; med; norge; norsk; og; på; til; velkommen; å; æ; ø,,33400,351,,
5887,5887,0,5,7,13,En sang om en vanlig dag (Lær norsk med sang og musikk),SkoleSanger,,no,no,https://www.youtube.com/shorts/ZVU6z-8Jq_k,2:21,2024-08-29T07:09:25Z,norsk,defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,med; norsk; og; æ,,358,14,,
5806,5806,0,0,0,19,Sjørøvere 🦜🏴‍☠️💙 | Klipp | Bluey Norsk Offisiell Kanal,Bluey - Norsk Offisiell Kanal,NO,no,no,https://www.youtube.com/shorts/V0rkCwhTCCg,2:04,2026-01-23T09:00:47Z,norsk,channel_country=NO; defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; den; det; med; norsk; og; på; til; velkommen; å; ø,,4690,34,"YouTube API error 403: {
  ""error"": {
    ""code"": 403,
    ""message"": ""The video identified by the \u003ccode\u003e\u003ca href=\""/youtube/v3/docs/commentThreads/list#videoId\""\u003evideoId\u003c/a\u003e\u003c/code\u003e parameter has disabled comments."",
    ""errors"": [
      {
        ""message"": """,
5762,5762,0,0,0,10,Reven lurte bjørnen! 😂 🦊 🐻 | Norsk eventyr for barn #eventyrforbarn,Eventyr for Barn,,no,,https://www.youtube.com/shorts/xCZzauaceJA,2:24,2025-10-25T20:09:41Z,norsk,defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,den; fordi; hvordan; norsk; norske; og; på; å; æ; ø,,162,69,"YouTube API error 403: {
  ""error"": {
    ""code"": 403,
    ""message"": ""The video identified by the \u003ccode\u003e\u003ca href=\""/youtube/v3/docs/commentThreads/list#videoId\""\u003evideoId\u003c/a\u003e\u003c/code\u003e parameter has disabled comments."",
    ""errors"": [
      {
        ""message"": """,
5727,5727,0,5,5,10,Power shake🍓🍌 #norsk #funny #helpmemakethismakesense,Isabelle E.,,no,,https://www.youtube.com/shorts/3qb4Qlycrjs,1:53,2025-09-01T12:45:44Z,norsk,defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,det; dette; fordi; følg; ikke; og; til; å; æ; ø,,1080,112,,
5583,5583,0,0,0,14,Happy national day 🇳🇴🥂 #norsk #norwegian #girls #bunad,LenaLykke 🍋• ageless fashion & lifestyle ,NO,no,no,https://www.youtube.com/shorts/u5LnjKiC5rI,0:10,2024-05-18T23:13:46Z,norsk,channel_country=NO; defaultLanguage=no; defaultAudioLanguage=no; found by broad Norway/Norwegian seed query,,,387,401,,
5513,5513,0,2,2,6,#norsk #funny #norr #norskunderholdning #grwm #makeup #skincare #helpmemakethismakesense #haul,Isabelle E.,,en,,https://www.youtube.com/shorts/5N0uloXJuHE,0:19,2025-10-23T17:09:34Z,norsk,Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,det; dette; fordi; følg; ikke; og; til; å; æ; ø,,1080,112,,
5480,5480,0,1,2,14,Om norsk skriftlig på 1 minutt,KublaKan Utdanning,,no,no,https://www.youtube.com/shorts/Ltc04OuxSVw,1:00,2024-04-26T08:00:17Z,norsk; norske,defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,den; det; du; med; norsk; og; på; å; æ; ø,,7260,117,,
5449,5449,0,0,0,19,Drosjetid! 💙🚕  | Bluey Norsk Offisiell Kanal,Bluey - Norsk Offisiell Kanal,NO,no,no,https://www.youtube.com/shorts/Og2EX88axss,1:47,2026-02-12T16:00:28Z,norsk,channel_country=NO; defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; den; det; med; norsk; og; på; til; velkommen; å; ø,,4690,34,"YouTube API error 403: {
  ""error"": {
    ""code"": 403,
    ""message"": ""The video identified by the \u003ccode\u003e\u003ca href=\""/youtube/v3/docs/commentThreads/list#videoId\""\u003evideoId\u003c/a\u003e\u003c/code\u003e parameter has disabled comments."",
    ""errors"": [
      {
        ""message"": """,
5323,5323,0,0,0,19,Norske Synonymer: Del 1 - Introduksjon til Synonymer,Norsk Tolk | NTN Skole,NO,no,no,https://www.youtube.com/shorts/Br0cxN294wY,0:59,2024-05-20T10:00:07Z,norske,channel_country=NO; defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; du; hva; hvordan; med; norge; norsk; norske; og; på; til; velkommen; å; æ; ø,,33400,351,,
